code;product_name;alcohol_100g;brands;main_category;categories;address;manufacturing_places;image_front_url
40173832;Maisel'S Weise Alkoholfrei;0;Brauerei Gebr. Maisel;Wheat Beer;Bière Sans Alcool;Bayreuth, Bayern Germany;Allemagne;https://static.openfoodfacts.org/images/products/40173832/front_de.6.400.jpg
90145032;Murauer Bier Dunkel;5.2;Brauerei Murau;Lager;Bière Brune;Murau, Steiermark Austria;Autriche;https://static.openfoodfacts.org/images/products/90145032/front_de.4.400.jpg
90145018;Murauer Bier Märzen;5.2;Brauerei Murau;Lager;Bière Blonde;Murau, Steiermark Austria;Autriche;https://static.openfoodfacts.org/images/products/90145018/front_de.5.400.jpg
4051522177783;Marzus;5.5;Braufactum;Lager;Bière Rousse;Darmstädter Landstraße 185, 60598 Frankfurt am Main, Germany;Allemagne;https://static.openfoodfacts.org/images/products/405/152/217/7783/front_de.3.400.jpg
4051522177776;Palor;5.2;Braufactum;Pale Ale;Bière Blonde;Darmstädter Landstraße 185, 60598 Frankfurt am Main, Germany;Allemagne;https://static.openfoodfacts.org/images/products/405/152/217/7776/front_de.7.400.jpg
4051522177806;Roog;6.6;Braufactum;Lager;Bière Brune;Darmstädter Landstraße 185, 60598 Frankfurt am Main, Germany;Allemagne;https://static.openfoodfacts.org/images/products/405/152/217/7806/front_de.3.400.jpg
4051522181179;The Brale;5;Braufactum;Ale;Bière Ambrée;Darmstädter Landstraße 185, 60598 Frankfurt am Main, Germany;Allemagne;https://static.openfoodfacts.org/images/products/405/152/218/1179/front_de.5.400.jpg
4022396000026;Tegernseeer Hell;4.6;Brauhaus Tegernsee;Hell;Bière Blonde;Brauhaus Tegernsee, D-83684, Tegernsee, Deutschland;Allemagne;https://static.openfoodfacts.org/images/products/402/239/600/0026/front_de.6.400.jpg
4022396000033;Tegernseer Hell Spezial;4.6;Brauhaus Tegernsee;Hell;Bière Blonde;Brauhaus Tegernsee, D-83684, Tegernsee, Deutschland;Allemagne;https://static.openfoodfacts.org/images/products/402/239/600/0033/front_en.7.400.jpg
5060154910025;5 A.M. Saint;5;Brewdog;Ale;Bière Ambrée;Ellon, Aberdeenshire Scotland;Ecosse;https://static.openfoodfacts.org/images/products/506/015/491/0025/front_fr.19.400.jpg
5060154914160;Brewdog Vagabond Pale Ale;4.5;Brewdog;Pale Ale;Bière Blonde;Ellon, Aberdeenshire Scotland;Ecosse;https://static.openfoodfacts.org/images/products/506/015/491/4160/front_en.3.400.jpg
5060154911794;Dead Pony Club;3.8;Brewdog;IPA;Bière Rousse;Ellon, Aberdeenshire Scotland;Ecosse;
5060154912012;Hoppy Christmas;7.8;Brewdog;IPA;Bière Blonde;Ellon, Aberdeenshire Scotland;Ecosse;https://static.openfoodfacts.org/images/products/506/015/491/2012/front_fr.6.400.jpg
5060154917987;Kingpin 21St Century Lager;4.7;Brewdog;Lager;Bière Blonde;Ellon, Aberdeenshire Scotland;Ecosse;https://static.openfoodfacts.org/images/products/506/015/491/7987/front_fr.7.400.jpg
5060154910018;Punk Ipa;5.6;Brewdog;IPA;Bière Blonde;Ellon, Aberdeenshire Scotland;Ecosse;
8591036551007;Breznak Original Böhmisch Pils;5.1;Breznak;Pils;Bière Blonde;Ústí nad Labem, Czech Republic;République Tchèque;https://static.openfoodfacts.org/images/products/859/103/655/1007/front_de.5.400.jpg
8591036550376;Premium Pils;5.1;Breznak;Pils;Bière Blonde;Ústí nad Labem, Czech Republic;République Tchèque;https://static.openfoodfacts.org/images/products/859/103/655/0376/front_de.6.400.jpg
3760010130155;Blanche;4.8;Brasserie de Bretagne;Wheat Beer;Bière Blanche;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0155/front_fr.5.400.jpg
3760010130315;Blonde Melen Au Malt Et Sarrasin;6;Brasserie de Bretagne;Ale;Bière Blonde;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0315/front_fr.6.400.jpg
3760010130056;Dremmwel Rousse;6;Brasserie de Bretagne;Ale;Bière Rousse;Trégunc, Finistère France;France;
3760010130193;Gwiniz Du Ambrée Bière Au Blé Noir;5.4;Brasserie de Bretagne;Ale;Bière Ambrée;Trégunc, Finistère France;France;
3760010130933;Rosée À La Fraise De Plougastel;3;Brasserie de Bretagne;Lager;Bière Aromatisée;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0933/front_fr.5.400.jpg
3760010130162;Rousse Ambrée Au Malt Tourbé;5.4;Brasserie de Bretagne;Lager;Bière Ambrée;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0162/front_fr.7.400.jpg
3760010130049;Rousse Au Malt Tourbé;5.4;Brasserie de Bretagne;Lager;Bière Rousse;Trégunc, Finistère France;France;
3760010130636;Sant Erwann Blonde;7;Brasserie de Bretagne;Lager;Bière Blonde;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0636/front_fr.7.400.jpg
3760010130872;Dremmwel Stout Bio;4;Brasserie de Bretagne;Stout;Bière Brune;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0872/front_fr.12.400.jpg
4260402630175;Berliner Weiße;4;BRLO;Wheat Beer;Bière Blanche;Berlin, Germany;Allemagne;https://static.openfoodfacts.org/images/products/426/040/263/0175/front_en.4.400.jpg
11245865;Helles;5;BRLO;Hell;Bière Blonde;Berlin, Germany;Allemagne;https://static.openfoodfacts.org/images/products/11245865/front_en.4.400.jpg
4260402630977;Mama Weisse;4;BRLO;Wheat Beer;Bière Blanche;Berlin, Germany;Allemagne;https://static.openfoodfacts.org/images/products/426/040/263/0977/front_fr.6.400.jpg
5707643112552;Defender Ipa;5.5;Brooklyn;IPA;Bière Blonde;Brooklyn, NY United States;Etats-Unis;https://static.openfoodfacts.org/images/products/570/764/311/2552/front_fr.4.400.jpg
5707643200808;Scorcher Ipa;4.5;Brooklyn;IPA;Bière Blonde;Brooklyn, NY United States;Etats-Unis;https://static.openfoodfacts.org/images/products/570/764/320/0808/front_fr.3.400.jpg
5707643300409;Black Chocolate Stout;10;Brooklyn;Stout;Bière Aromatisée;Brooklyn, NY United States;Etats-Unis;https://static.openfoodfacts.org/images/products/570/764/330/0409/front_fr.9.400.jpg
5707643200204;Brooklyn East Ipa;6.9;Brooklyn;IPA;Bière Blonde;Brooklyn, NY United States;Etats-Unis;
8717545260050;Struis;9;Brouwerij 't IJ;Stout;Bière Brune;Amsterdam, Noord-Holland Netherlands;Pays-Bas;https://static.openfoodfacts.org/images/products/871/754/526/0050/front_fr.6.400.jpg
8717545260036;Zatte;8;Brouwerij 't IJ;Ale;Bière Blonde;Amsterdam, Noord-Holland Netherlands;Pays-Bas;https://static.openfoodfacts.org/images/products/871/754/526/0036/front_nl.10.400.jpg
5411663002846;Gulden Draak;10.5;Brouwerij Van Steenberge;Ale;Bière Blonde;Ertvelde, Vlaanderen Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/166/300/2846/front_en.8.400.jpg
5411065200864;Blanche Bio;5.5;Brunehaut;Wheat Beer;Bière Blanche;Brunehaut, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/106/520/0864/front_fr.6.400.jpg
5411065200871;Blonde Bio;6.5;Brunehaut;Ale;Bière Blonde;Brunehaut, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/106/520/0871/front_fr.6.400.jpg
5411065201304;Triple Bio;8;Brunehaut;Ale;Bière Blonde;Brunehaut, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/106/520/1304/front_fr.7.400.jpg
5411283000017;Delta Ipa;6.5;Brussels Beer Project;IPA;Bière Blonde;Brussels, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/128/300/0017/front_en.6.400.jpg
5411283000161;Zenith Zest;6.6;Brussels Beer Project;Ale;Bière Aromatisée;Brussels, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/128/300/0161/front_fr.8.400.jpg
5010017118815;Bud Limited World Cup Edition;5;Budweiser;Lager;Bière Blonde;České Budějovice, Jihozápad Czech Republic;République Tchèque;https://static.openfoodfacts.org/images/products/501/001/711/8815/front_fr.5.400.jpg
1816927;Bud Light;4.2;Budweiser;Lager;Bière Blonde;České Budějovice, Jihozápad Czech Republic;République Tchèque;https://static.openfoodfacts.org/images/products/01816927/front_en.6.400.jpg
8594403110128;Budweiser Budvar Original;5;Budweiser;Lager;Bière Blonde;České Budějovice, Jihozápad Czech Republic;République Tchèque;https://static.openfoodfacts.org/images/products/859/440/311/0128/front_fr.5.400.jpg
1801828;King Of Beers;5;Budweiser;Lager;Bière Blonde;České Budějovice, Jihozápad Czech Republic;République Tchèque;https://static.openfoodfacts.org/images/products/01801828/front_en.7.400.jpg
8594403410129;Budweiser Budvar;5;Budweiser;Lager;Bière Blonde;České Budějovice, Jihozápad Czech Republic;République Tchèque;https://static.openfoodfacts.org/images/products/859/440/341/0129/front_en.6.400.jpg
7503018844015;Osadía Ale Oscura;6.3;Cervecería 5 De Mayo;Ale;Bière Blonde;Atlixco, Puebla, Mexico;Mexique;https://static.openfoodfacts.org/images/products/750/301/884/4015/front_en.11.400.jpg
7503018844008;Saga Ale Blanca;6;Cervecería 5 De Mayo;Ale;Bière Blanche;Atlixco, Puebla, Mexico;Mexique;https://static.openfoodfacts.org/images/products/750/301/884/4008/front_en.14.400.jpg
5060228271007;Camden Gentleman'S Wit;4.3;Camden Town Brewery;Wheat Beer;Bière Blonde;Enfield, London, England;Angleterre;https://static.openfoodfacts.org/images/products/506/022/827/1007/front_en.34.400.jpg
5060228270093;Gentleman'S Wit White Beer;4.3;Camden Town Brewery;Wheat Beer;Bière Blanche;Enfield, London, England;Angleterre;https://static.openfoodfacts.org/images/products/506/022/827/0093/front_en.12.400.jpg
5060228270000;Hells Lager;4.6;Camden Town Brewery;Lager;Bière Blonde;Enfield, London, England;Angleterre;https://static.openfoodfacts.org/images/products/506/022/827/0000/front_fr.6.400.jpg
5060228270994;Camden Pale Ale;4;Camden Town Brewery;Pale Ale;Bière Blonde;Enfield, London, England;Angleterre;https://static.openfoodfacts.org/images/products/506/022/827/0994/front_en.4.400.jpg
6003326004497;Black Label;5.5;Carling;Lager;Bière Brune;London, Ontario, Canada;Afrique du Sud;https://static.openfoodfacts.org/images/products/600/332/600/4497/front_en.5.400.jpg
5010038049440;Cerveza Lager;4.5;Carling;Lager;Bière Blonde;London, Ontario, Canada;Afrique du Sud;https://static.openfoodfacts.org/images/products/501/003/804/9440/front_es.3.400.jpg
5010153763634;Carlsberg;3.8;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/501/015/376/3634/front_en.3.400.jpg
3080216054094;Carlsberg 1883;4.6;Carlsberg;Lager;Bière Ambrée;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/308/021/605/4094/front_fr.5.400.jpg
7612900341294;Carlsberg Alcohol-Free Low Cal;0;Carlsberg;Lager;Bière Sans Alcool;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/761/290/034/1294/front_fr.9.400.jpg
7310070002402;Carlsberg Danish Organic Pilsner;3.5;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/731/007/000/2402/front_en.20.400.jpg
3080216054162;Carlsberg Unfiltered;5;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/308/021/605/4162/front_fr.8.400.jpg
5324354;Cerveza Lager;4.5;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/05324354/front_es.3.400.jpg
3080216047065;Elephant;7.2;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/308/021/604/7065/front_en.4.400.jpg
5010153812547;Export;4.8;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/501/015/381/2547/front_en.6.400.jpg
3080216047102;Elephant 1959;7.2;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;https://static.openfoodfacts.org/images/products/308/021/604/7102/front_fr.6.400.jpg
9320000100670;Victoria Bitter;4.5;Carlsberg;Lager;Bière Blonde;Copenhagen, Denmark;Danemark;
3272460123651;Castelain Ipa;6;Castelain;IPA;Bière Blonde;Bénifontaine, Hauts-de-France France;France;
3272460123125;Fleur De Houblon Bière Blonde Ipa;6.5;Castelain;IPA;Bière Blonde;Bénifontaine, Hauts-de-France France;France;
3272460123668;Grand  Cru;8.5;Castelain;Bière de Garde;Bière Blonde;Bénifontaine, Hauts-de-France France;France;https://static.openfoodfacts.org/images/products/327/246/012/3668/front_fr.8.400.jpg
3272460123118;Grand Cru Bière Blonde De Garde;8.5;Castelain;Bière de Garde;Bière Blonde;Bénifontaine, Hauts-de-France France;France;
3272460123392;Pale Ale;7;Castelain;IPA;Bière Blonde;Bénifontaine, Hauts-de-France France;France;https://static.openfoodfacts.org/images/products/327/246/012/3392/front_fr.5.400.jpg
3272460123644;Pale Ale;7;Castelain;IPA;Bière Blonde;Bénifontaine, Hauts-de-France France;France;https://static.openfoodfacts.org/images/products/327/246/012/3644/front_fr.8.400.jpg
3760010130353;88°;8.8;Celtika;IPA;Bière Blonde;Trégunc, Bretagne, France;France;https://static.openfoodfacts.org/images/products/376/001/013/0353/front_fr.5.400.jpg
3760010130483;Cranberry;4.8;Celtika;IPA;Bière Aromatisée;Trégunc, Bretagne, France;France;https://static.openfoodfacts.org/images/products/376/001/013/0483/front_fr.6.400.jpg
3272460122395;Ch'Ti Ambrée;5.9;Brasserie Castelain;Bière de Garde;Bière Ambrée;Bénifontaine, Hauts-de-France France;France;
3272460122401;Ch'Ti Blonde;6.4;Brasserie Castelain;Bière de Garde;Bière Blonde;Bénifontaine, Hauts-de-France France;France;
3272460120346;Ch'Ti De Noël Dorée Étonnante !;7.5;Brasserie Castelain;;Bière Aromatisée;Bénifontaine, Hauts-de-France France;France;https://static.openfoodfacts.org/images/products/327/246/012/0346/front_fr.8.400.jpg
5413053000098;Chapeau Abricot;;Brouwerij De Troch;;Bière Aromatisée;Wambeek, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/305/300/0098/front_fr.7.400.jpg
5413053000012;Lambic Banana;3.5;Brouwerij De Troch;;Bière Aromatisée;Wambeek, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/305/300/0012/front_fr.7.400.jpg
54085176;Blonde Dorée;8.5;Brouwerij Haacht Brasserie;Lager;Bière Blonde;Boortmeerbeek, Belgium;Belgique;https://static.openfoodfacts.org/images/products/54085176/front_fr.7.400.jpg
54138278;Ommegang Keizer Karel;8;Brouwerij Haacht Brasserie;;Bière Blonde;Boortmeerbeek, Belgium;Belgique;https://static.openfoodfacts.org/images/products/54138278/front_fr.8.400.jpg
54085060;Rouge Rubis;8.5;Brouwerij Haacht Brasserie;;Bière Rousse;Boortmeerbeek, Belgium;Belgique;https://static.openfoodfacts.org/images/products/54085060/front_fr.7.400.jpg
6003326000284;Castle Lager;5;Charles-Glass;Lager;Bière Blonde;South Africa;Belgique;https://static.openfoodfacts.org/images/products/600/332/600/0284/front_en.8.400.jpg
5410908000012;Brune;7;Chimay;Stout;Bière Brune;Baileux, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/090/800/0012/front_fr.47.400.jpg
5410908000074;Chimay Bleu Grande Réserve;;Chimay;Stout;Bière Brune;Baileux, Belgium;Belgique;
57423777;Chimay Bleue;;Chimay;;Bière Brune;Baileux, Belgium;Belgique;https://static.openfoodfacts.org/images/products/57423777/front_fr.4.400.jpg
5410908000036;Chimay Bleue Pères Trappistes;;Chimay;Abbaye;Bière Brune;Baileux, Belgium;Belgique;
5410908000029;Chimay Triple;;Chimay;;Bière Blonde;Baileux, Belgium;Belgique;
5410908003235;Pack De 4 Chimay;;Chimay;;Bière Blonde;Baileux, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/090/800/3235/front_fr.4.400.jpg
5410769100098;Chouffe (La) - Blonde;;Brasserie d'Achouffe;;Bière Blonde;Achouffe, Belgium;Belgique;
5410769200095;Chouffe (Mc) - Brune;;Brasserie d'Achouffe;Stout;Bière Brune;Achouffe, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/076/920/0095/front_fr.7.400.jpg
5410769400068;Chouffe Soleil;6;Brasserie d'Achouffe;;Bière Blonde;Achouffe, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/076/940/0068/front_fr.10.400.jpg
5410769300115;Houblon Chouffe;;Brasserie d'Achouffe;;Bière Blonde;Achouffe, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/076/930/0115/front_fr.13.400.jpg
5410769300085;Houblon Chouffe Ipa;9;Brasserie d'Achouffe;IPA;Bière Blonde;Achouffe, Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/076/930/0085/front_fr.10.400.jpg
5942105004970;Ciuc Radler Lemon;;Heineken Romania;;Bière Aromatisée;Bucharest, Romania;Romania;https://static.openfoodfacts.org/images/products/594/210/500/4970/front_en.4.400.jpg
5942105002167;Radler Lămâie Și Lime;;Heineken Romania;;Bière Aromatisée;Bucharest, Romania;Romania;https://static.openfoodfacts.org/images/products/594/210/500/2167/front_ro.10.400.jpg
3425230000076;Ambrée Pur Malt;;Coreff;;Bière Ambrée;Carhaix, Finistère France;France;https://static.openfoodfacts.org/images/products/342/523/000/0076/front_fr.5.400.jpg
3425230000519;Coreff Bio;;Coreff;;Bière Blonde;Carhaix, Finistère France;France;https://static.openfoodfacts.org/images/products/342/523/000/0519/front_fr.3.400.jpg
3425230000090;Coreff Blonde;4.2;Coreff;;Bière Blonde;Carhaix, Finistère France;France;https://static.openfoodfacts.org/images/products/342/523/000/0090/front_fr.8.400.jpg
3425230000083;Coreff Brune;6.5;Coreff;;Bière Brune;Carhaix, Finistère France;France;https://static.openfoodfacts.org/images/products/342/523/000/0083/front_fr.7.400.jpg
3425230000144;Dramm Hud;;Coreff;;Bière Blonde;Carhaix, Finistère France;France;https://static.openfoodfacts.org/images/products/342/523/000/0144/front_fr.12.400.jpg
80660956855;Corona Extra;;Grupo Modelo;;Bière Blonde;Nava, Coahuila de Zaragoza Mexico;Mexique;https://static.openfoodfacts.org/images/products/008/066/095/6855/front_en.5.400.jpg
8066242;Corona Light;;Grupo Modelo;;Bière Blonde;Nava, Coahuila de Zaragoza Mexico;Mexique;https://static.openfoodfacts.org/images/products/08066242/front_en.11.400.jpg
5011166018896;Original Alcoholic Ginger Beer;4;John Crabbie & Co;;Bière Blonde;Glasgow, Scotland;Angleterre;https://static.openfoodfacts.org/images/products/501/116/601/8896/front_en.7.400.jpg
5011166051091;Alcoholic Ginger Beer;;John Crabbie & Co;;Bière Aromatisée;Glasgow, Scotland;Angleterre;https://static.openfoodfacts.org/images/products/501/116/605/1091/front_es.3.400.jpg
8411090014525;Cerveza Cruzcampo Especial;;Cruzcampo;;Bière Blonde;Seville, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/109/001/4525/front_es.3.400.jpg
8411090410358;Cerveza Cruzcampo Shandy Limon;;Cruzcampo;;Bière Aromatisée;Seville, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/109/041/0358/front_en.8.400.jpg
84000002;Cerveza Formato Ahorro;;Cruzcampo;;Bière Blonde;Seville, Spain;Espagne;https://static.openfoodfacts.org/images/products/84000002/front_es.3.400.jpg
8411090017113;Cruzcampo Ipa;;Cruzcampo;IPA;Bière Blonde;Seville, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/109/001/7113/front_es.6.400.jpg
8411090110388;Gran Reserva;6.4;Cruzcampo;;Bière Blonde;Seville, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/109/011/0388/front_es.5.400.jpg
5410228228455;Cubanisto;;Broken Barrel Brewing Co.;;Bière Aromatisée;St. Louis, MO United States;Angleterre;
5411551180946;Cuvée Des Trolls;7;Brasserie Dubuisson;;Bière Blonde;Pipaix, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/155/118/0946/front_fr.5.400.jpg
8410793162939;A.K. Damm;;Grupo Damm;;Bière Blonde;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/316/2939/front_fr.4.400.jpg
8410793026125;Cerveza Estrella Damm Llauna;;Grupo Damm;;Bière Blonde;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/302/6125/front_es.5.400.jpg
8410793063847;Cerveza Sin Alcohol;;Grupo Damm;;Bière Sans Alcool;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/306/3847/front_es.7.400.jpg
8410793546135;Damm Estrella;;Grupo Damm;;Bière Blonde;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/354/6135/front_fr.4.400.jpg
8410793156136;Damm Lemon;3.2;Grupo Damm;;Bière Aromatisée;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/315/6136/front_en.7.400.jpg
8410793026132;Estrella Dorada Beer;;Grupo Damm;;Bière Blonde;Barcelona, Spain;Espagne;
8410793262936;Premium Quality Lager Gluten Free;;Grupo Damm;;Bière Blonde;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/326/2936/front_en.6.400.jpg
8410793132932;Saaz;;Grupo Damm;;Bière Blanche;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/313/2932/front_es.3.400.jpg
8410793032935;Voll Damm;7.2;Grupo Damm;;Bière Ambrée;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/303/2935/front_es.6.400.jpg
8410793016133;Xibeca  Damm;;Grupo Damm;;Bière Blonde;Barcelona, Spain;Espagne;https://static.openfoodfacts.org/images/products/841/079/301/6133/front_es.4.400.jpg
8717624421020;Op & Top;4.5;Brouwerij De Molen;;Bière Blonde;Bodegraven, Netherlands;Pays-Bas;https://static.openfoodfacts.org/images/products/871/762/442/1020/front_en.19.400.jpg
8717624421495;Tsarina Esra;10.1;Brouwerij De Molen;;Bière Blonde;Bodegraven, Netherlands;Pays-Bas;https://static.openfoodfacts.org/images/products/871/762/442/1495/front_fr.5.400.jpg
8717624421037;Vuur & Vlam;6.2;Brouwerij De Molen;IPA;Bière Blonde;Bodegraven, Netherlands;Pays-Bas;https://static.openfoodfacts.org/images/products/871/762/442/1037/front_en.5.400.jpg
3596710456574;Ambrée;7.2;De Velden;;Bière Ambrée;Hauts de France, France;France;https://static.openfoodfacts.org/images/products/359/671/045/6574/front_fr.5.400.jpg
3596710456581;Triple;8;De Velden;;Bière Aromatisée;Hauts de France, France;France;https://static.openfoodfacts.org/images/products/359/671/045/6581/front_fr.5.400.jpg
3119783012548;Desperados Black;5.9;Desperados;;Bière Brune;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/311/978/301/2548/front_fr.9.400.jpg
3119783007636;Desperados Lime;;Desperados;;Bière Aromatisée;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/311/978/300/7636/front_fr.8.400.jpg
3119780264537;Desperados Mojito;;Desperados;;Bière Aromatisée;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/311/978/026/4537/front_fr.15.400.jpg
5901559952008;Desperados Piwo;6;Desperados;;Bière Aromatisée;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/590/155/995/2008/front_pl.4.400.jpg
3119780256150;Desperados Red;;Desperados;;Bière Aromatisée;Schiltigheim, France;France;
3119780263769;Desperados Sangré;;Desperados;;Bière Aromatisée;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/311/978/026/3769/front_fr.5.400.jpg
3119780257447;Desperados Verde;4.7;Desperados;;Bière Aromatisée;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/311/978/025/7447/front_fr.7.400.jpg
5900699102229;Desperatos Nocturno;7;Desperados;;Bière Aromatisée;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/590/069/910/2229/front_pl.4.400.jpg
3119783007483;Desperados Tequila;5.9;Desperados;;Bière Aromatisée;Schiltigheim, France;France;https://static.openfoodfacts.org/images/products/311/978/300/7483/front_fr.24.400.jpg
8480017545701;Dia Forte 8%;8;Dia;;Bière Blanche;Espagne;Espagne;https://static.openfoodfacts.org/images/products/848/001/754/5701/front_es.12.400.jpg
8480017028587;Cerveza Lager;;Dia;Lager;Bière Blonde;Espagne;Espagne;https://static.openfoodfacts.org/images/products/848/001/702/8587/front_fr.6.400.jpg
8480017028709;Kriek Bière;3.5;Dia;;Bière Aromatisée;Espagne;Espagne;https://static.openfoodfacts.org/images/products/848/001/702/8709/front_fr.9.400.jpg
3760245820081;Clash;9;Distrikt;;Bière Blonde;Île-de-France, France;France;https://static.openfoodfacts.org/images/products/376/024/582/0081/front_fr.7.400.jpg
3760245820043;Mademoiselle Versailles;5.5;Distrikt;;Bière Blonde;Île-de-France, France;France;https://static.openfoodfacts.org/images/products/376/024/582/0043/front_en.3.400.jpg
4002227002641;Dithmarscher Naturtrüb;4.8;Dithmarscher;;Bière Blanche;Marne, Schleswig-Holstein Germany;Allemagne;https://static.openfoodfacts.org/images/products/400/222/700/2641/front_de.6.400.jpg
42007876;Dithmarscher Pilsener;4.8;Dithmarscher;Pils;Bière Blonde;Marne, Schleswig-Holstein Germany;Allemagne;https://static.openfoodfacts.org/images/products/42007876/front_de.4.400.jpg
8414161001028;Dorada Beer;4.7;Compañía Cervecera de Canarias;;Bière Blonde;Santa Cruz de Tenerife, Canarias Spain;Espagne;https://static.openfoodfacts.org/images/products/841/416/100/1028/front_es.4.400.jpg
8414161001219;Dorada Especial Original;5.7;Compañía Cervecera de Canarias;;Bière Blonde;Santa Cruz de Tenerife, Canarias Spain;Espagne;https://static.openfoodfacts.org/images/products/841/416/100/1219/front_es.4.400.jpg
8414161001202;Dorada Especial. Esencia Negra;;Compañía Cervecera de Canarias;;Bière Blonde;Santa Cruz de Tenerife, Canarias Spain;Espagne;https://static.openfoodfacts.org/images/products/841/416/100/1202/front_es.3.400.jpg
3760023350519;Dremmwel Blonde;5;Brasserie de Bretagne;Lager;Bière Blonde;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/002/335/0519/front_fr.7.400.jpg
3760010130025;Dremmwel Dorée;7.7;Brasserie de Bretagne;;Bière Ambrée;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0025/front_fr.5.400.jpg
3760010130070;Dremmwel Rousse;6;Brasserie de Bretagne;;Bière Rousse;Trégunc, Finistère France;France;https://static.openfoodfacts.org/images/products/376/001/013/0070/front_fr.5.400.jpg
3760010130698;Dremmwel Blonde Bio;;Brasserie de Bretagne;Lager;Bière Blonde;Trégunc, Finistère France;France;
5411551130392;Pêche Mel' Bush;8.5;Brasserie Dubuisson;;Bière Aromatisée;Pipaix, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/155/113/0392/front_fr.5.400.jpg
5411551270722;Bush Blonde Triple;10.5;Brasserie Dubuisson;;Bière Blonde;Pipaix, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/155/127/0722/front_fr.6.400.jpg
5410702001307;Blanche Du Hainaut Bio Bière Belge 25;;Brasserie Dupont;Wheat Beer;Bière Blanche;Tourpes, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/070/200/1307/front_fr.4.400.jpg
5410702001383;Moinette Ambrée;;Brasserie Dupont;;Bière Ambrée;Tourpes, Wallonie Belgium;Belgique;https://static.openfoodfacts.org/images/products/541/070/200/1383/front_fr.4.400.jpg
